"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Maldives","MDV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.3535058","7.96582482","7.05742389","6.41035558","7.47941096","8.79283515","8.02728015","8.92110914","11.57295182","10.64173956","9.31557715","10.16275787","8.44382385","10.98431332","13.04289847","11.49687913","","",
"Middle East & North Africa","MEA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.70647062285525","4.95917154944766","4.85890963462445","4.75070365676332","4.45674084675358","4.21142003447436","4.11029760672082","4.17304709809215","4.07672600710636","5.15997026275298","4.90472945046849","4.66407733640439","4.76864763379239","4.73615120555701","5.09637097815327","5.45312672882249","","",
"Mexico","MEX","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.85635046","5.25273357","5.40640927","5.94540682","6.04852816","5.92160603","5.71446221","5.819359","5.74396167","6.17559343","6.01995175","5.75539233","5.92407184","6.01401745","5.69102741","5.86449037","","",
"Marshall Islands","MHL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.15146486","21.42516087","19.0607528","19.01469449","21.67993282","26.28885217","27.41782153","22.82996026","21.74594575","20.89985686","19.30102848","19.06229249","18.70850108","19.45022618","18.79151803","22.11608212","","",
"Middle income","MIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.97091345042219","5.0463609395031","5.05463630209348","5.0904838046616","5.00302370837047","4.98735292734667","4.94968309304673","4.90734236924002","4.94950341062304","5.27063153638986","5.07693291664678","5.03328410073486","5.09722077319836","5.15739902351221","5.20796071830212","5.36134587159657","","",
"Macedonia, FYR","MKD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.8593422","3.68626816","8.64236386","9.56582814","8.92775809","8.35305785","8.10645522","7.04967469","7.00120881","6.97724836","7.00891621","6.63271803","6.40662462","6.53486948","6.15024087","6.09170828","","",
"Mali","MLI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.10262867","4.29165196","4.35311948","4.64197915","5.21259329","4.98562701","5.25313737","5.24872465","4.80574051","4.6960075","4.42826054","4.10032662","4.40235004","5.42638571","5.79608207","5.79663385","","",
"Malta","MLT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.53913569","7.00014951","7.71945155","7.95137823","8.11776552","8.69086353","8.84483111","8.2140165","7.96596342","8.08034405","8.2099066","8.56188329","8.62151508","8.85264377","9.45605812","9.61684153","","",
"Myanmar","MMR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.83716663","1.80070749","2.05166089","1.96287615","1.94792789","1.82990329","1.72411189","1.64862754","1.84595961","2.00477134","1.85601806","1.68695679","1.94540962","1.97497865","4.88644105","4.94925346","","",
"Middle East & North Africa (excluding high income)","MNA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.95658585180246","5.37044850034785","5.32312055233532","5.29181105265717","5.0506314233814","4.86102359282158","4.77572610417877","4.86609566390898","4.99745595629232","5.95189685796757","5.89656606843296","5.60970041470871","5.79881488844906","5.43506016628496","5.64592555217087","5.83283387531045","","",
"Montenegro","MNE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.7433223","7.59325082","7.67602252","8.34223081","7.8994012","7.70269972","7.23871568","6.60151101","6.17436676","5.52882316","5.85572344","5.831664","6.14216545","6.04690782","5.88303142","5.97029617","","",
"Mongolia","MNG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.48775821","4.93321316","5.06261401","4.39342314","4.23138234","4.22670024","3.47723379","3.83362233","4.12501955","4.1652237","4.17872934","4.05163322","3.68419125","4.00060481","3.82708813","3.86991881","","",
"Northern Mariana Islands","MNP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Mozambique","MOZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.71452574","4.29839193","3.89322183","5.30047548","5.04393348","6.43965093","6.16022508","5.43359395","4.61514185","4.96171316","5.11829814","4.43564825","5.14836046","4.69812592","5.52596151","5.35312059","","",
"Mauritania","MRT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.46275632","4.63159635","5.18698253","5.11507384","4.61103807","4.46613856","3.39521358","3.62926312","3.79599561","3.90701488","3.33470142","3.16638586","3.34404904","3.62819069","4.20351497","4.63981866","","",
"Mauritius","MUS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.02370774","3.09160277","3.37463237","3.36728263","3.50962338","3.72275658","3.81566722","3.73474142","4.13661975","4.36723945","4.71432066","4.40558808","4.3600865","4.66836846","5.36825937","5.53717104","","",
"Malawi","MWI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.35275504","3.7021893","3.87937118","4.67483494","5.73337276","6.05505204","6.91642471","7.66315728","8.59821658","8.26965939","7.24141347","7.49375034","8.47897135","11.57910481","9.71204801","9.33097184","","",
"Malaysia","MYS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.43474999","2.68089571","2.72719028","3.0191623","2.98560731","2.92701948","3.26734064","3.2620223","3.10010891","3.42375414","3.32926452","3.47462569","3.62978231","3.67336724","3.88997781","3.99868581","","",
"North America","NAC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.2227453776572","12.8817188533409","13.6321185956355","14.0702419712285","14.1223576174253","14.0957883340138","14.1877857891247","14.3858228620027","14.7389053625427","15.8373171004572","15.8288751695487","15.7237118400157","15.7328731188551","15.7057681524898","15.905199605624","16.3289040421937","","",
"Namibia","NAM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.54233402","11.28639023","10.35271283","11.08784962","11.0079295","12.40226097","12.13640168","10.92996444","9.85428286","8.20917622","9.4673763","9.71533546","9.18928519","8.63743153","8.1610811","8.92994795","","",
"New Caledonia","NCL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Niger","NER","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.65139702","5.89175684","5.96960163","5.72694511","6.3552046","7.18405405","7.45743992","6.99922474","6.71422407","6.81537987","6.24818284","6.45208871","6.00368111","6.08937704","5.85464782","7.1651979","","",
"Nigeria","NGA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.6376687","2.66016035","2.14326792","4.45313712","4.01017239","3.81360527","3.87697518","3.78735016","3.70661935","3.52578861","3.26890232","3.30148448","3.32562252","3.39572648","3.33091415","3.56466763","","",
"Nicaragua","NIC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.21518932","5.13785022","5.34788135","4.84825736","5.38075013","5.51383505","5.65546101","6.46380586","6.60624581","7.11736582","6.50757169","7.09159255","7.49873888","7.36090645","7.61454026","7.80707539","","",
"Netherlands","NLD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.05640527","7.4412204","7.95428118","8.45717556","8.52118663","9.27056354","9.18211674","9.23702289","9.51053425","10.23626324","10.40288039","10.52050133","10.9036803","10.89740267","10.8585376","10.6902779","","",
"Norway","NOR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.70907084","8.02059332","9.00549359","9.21899244","8.82630062","8.3327719","7.91631156","8.05192307","7.96597809","9.06976916","8.91031158","8.79091596","8.77446034","8.92979596","9.3462524","9.97554719","","",
"Nepal","NPL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.57357397","4.43638897","4.55442776","4.44882586","4.61542794","4.50666956","4.0425083","4.18959451","4.35452114","4.4505966","4.97475029","5.07842356","5.16786408","5.68052349","5.82126186","6.14698721","","",
"Nauru","NRU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.49695302","14.27627927","15.56524108","14.40901866","11.62229233","12.57138542","14.35041815","26.18945329","19.51987684","10.31331704","10.66173733","8.24776202","7.45254596","4.8610674","5.52748897","4.84315363","","",
"New Zealand","NZL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.47008461","7.57887704","7.90028406","7.72169243","7.90095692","8.27339937","8.6329458","8.32137708","9.14237045","9.67047825","9.65892554","9.56422827","9.69944912","9.40671476","9.40288144","9.34035114","","",
"OECD members","OED","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.33561361444564","9.82746206910231","10.2335554345651","10.4310128818695","10.3927861341951","10.4606902248958","10.4979173630766","10.4830296957756","10.7037115817331","11.660271112374","11.5890844719577","11.6419526187534","11.7884478647301","11.8974083252143","12.0362210676878","12.4438364021286","","",
"Oman","OMN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.07275935","3.09142016","3.19555729","3.1862775","2.98661639","2.60195828","2.31084129","2.42577995","2.01221851","2.8301945","2.74407857","2.55078962","2.56146845","2.81285737","3.49589302","3.82790443","","",
"Other small states","OSS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.73010721255234","4.8350090150116","4.80266541155176","5.23282373260035","5.00049900594977","4.6221958614777","4.30359853420158","4.11268149759077","3.73236421815604","4.26160649904284","3.86800425043538","3.5913542400691","3.58551914256218","3.79018434888078","4.05319441148753","4.67808720635538","","",
"Pakistan","PAK","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.08569242","2.86509304","2.90611478","2.62050256","2.52979672","2.91856774","3.24107561","3.34331138","3.03583981","2.61890291","2.59675862","2.35718012","2.3593994","2.60280207","2.72200845","2.6894981","","",
"Panama","PAN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.45148813","7.36095519","7.50183943","7.14391961","7.52491205","6.56093101","6.93543673","6.61453752","6.54784385","6.46972212","6.63709846","6.02518031","6.11329698","6.59639927","6.84323576","7.00916167","","",
"Peru","PER","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.400737","4.7732116","4.99414405","4.97235957","4.79246682","4.55012459","4.50698947","4.39466008","4.44122629","4.94706203","4.71963984","4.61953901","4.74831797","4.81234028","5.07421831","5.26480404","","",
"Philippines","PHL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.15481392","2.94705751","2.73330428","3.19143751","3.16792497","3.90041854","3.94585024","3.91954147","4.02792245","4.35353159","4.31276246","4.20609301","4.37465269","4.46381099","4.18894473","4.41351594","","",
"Palau","PLW","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.46163362","8.14208194","8.37118073","8.68277506","10.05769229","8.95548306","9.36827082","9.80653","9.44878323","10.14072219","11.5455213","10.4391692","11.4212727","11.80486991","11.87816932","10.64553884","","",
"Papua New Guinea","PNG","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.03029171","3.16132614","3.4583999","3.81772566","4.14803964","3.69338996","3.66678694","3.64453686","3.11496384","3.33931718","3.0911841","3.20489512","3.67710394","4.87554158","4.46931993","3.76825627","","",
"Poland","POL","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.29816661","5.67864355","6.07919421","5.96231367","5.86866808","5.80727181","5.80066618","5.8729005","6.37342514","6.58685972","6.41907151","6.23388228","6.20117811","6.37569014","6.24862581","6.34723395","","",
"Pre-demographic dividend","PRE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.79004008218494","4.21635885683141","4.03113699254521","4.82123113189637","4.69315545455079","4.37462018085409","4.27862555286023","4.3768462533813","4.17716526922758","4.48553909962583","4.07292891683416","3.85630299885074","3.94808263207421","4.06796801284176","4.08079705679683","4.40105076626497","","",
"Puerto Rico","PRI","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Korea, Dem. People’s Rep.","PRK","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Portugal","PRT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.3748018","8.4039933","8.55804612","8.90151432","9.29547632","9.43340859","9.13617249","9.06581211","9.35251067","9.87895003","9.81947515","9.53115801","9.34825235","9.08954462","9.02232563","8.97237559","","",
"Paraguay","PRY","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.75525625","5.48625004","4.67683597","4.93139754","4.99340443","4.98118689","5.30607554","5.37730856","5.49164739","6.20402944","6.22590623","6.72912419","7.61891312","6.9693876","7.62557046","7.81978726","","",
"West Bank and Gaza","PSE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Pacific island small states","PSS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.34919517221449","5.41103498295873","5.21553177577622","4.91732918692165","5.28096469255809","5.5029305671783","5.5592083020765","5.32620003345038","5.19196915815328","5.6096442560489","5.45148876829143","5.19116496952348","5.53084158498807","5.53248004536432","5.63244772580802","5.58446925293749","","",
"Post-demographic dividend","PST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.53850573652222","10.035399991416","10.45408622122","10.6375144498377","10.6000675986786","10.6958970640376","10.7516278247776","10.7373289758734","10.9668002234495","11.9213576045864","11.891303243216","11.9717736246509","12.1317488306015","12.2679136308185","12.4299923063619","12.8667786587741","","",
"French Polynesia","PYF","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Qatar","QAT","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.00865208","2.31433154","2.45663577","3.52963966","3.07446177","2.56908809","2.20339097","1.97332992","1.60012189","2.14952273","1.7892391","1.59996201","1.74822152","2.07617521","2.42296241","3.05900331","","",
"Romania","ROU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.18793437","4.34137343","4.56619629","5.18637701","5.38779068","5.45876468","5.00907337","5.11153525","5.1707636","5.48894192","5.70801251","4.65105826","4.70583453","5.17776913","5.03454647","4.95441798","","",
"Russian Federation","RUS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.37845639","5.59238747","5.94396833","5.50207023","5.0719152","5.08308371","5.10387824","5.14572763","5.17809541","5.9408339","5.27864189","5.12080017","5.34290078","5.53627319","5.69777394","5.56294786","","",
"Rwanda","RWA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63404292","4.38768487","4.39186218","7.5786722","7.37975887","7.47885056","8.28494484","8.67831498","8.71556687","9.21375205","9.32984973","8.93422583","8.50102909","7.90588334","8.22179299","7.89529324","","",
"South Asia","SAS","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.88895730159243","3.95334128451683","3.99940213822995","3.7870302687135","3.75504922708018","3.67978999697408","3.5713801113784","3.50459616546273","3.46388809233729","3.41139898722031","3.23399149557557","3.19345821150393","3.2408752664054","3.60475547625484","3.53208285491529","3.72461579592923","","",
"Saudi Arabia","SAU","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.23557681","4.48917085","4.27314526","4.00199839","3.5840059","3.41867009","3.54965069","3.48742997","2.87019851","4.08646481","3.49301433","3.62535598","3.92993728","4.39034569","5.09850361","5.83317193","","",
"Sudan","SDN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.61824712","3.3646053","3.30010122","3.89171494","4.15591128","4.09417518","4.86432134","5.9517155","5.75278162","5.79395708","5.33217759","6.12298791","5.27663295","6.29223814","5.30771147","6.31286382","","",
"Senegal","SEN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.63365021","4.97866511","5.0664947","5.39512756","5.60190912","4.60699476","4.63884575","4.10749856","4.28760312","4.15978087","4.00881742","3.94966517","3.8228206","3.84792645","3.89958559","3.97026571","","",
"Singapore","SGP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.35174174","3.18105875","3.38025124","3.63094031","3.17355499","3.04296316","2.95129263","2.85263773","3.21793159","3.40279713","3.22588651","3.17496949","3.36916035","3.7206894","3.92728353","4.25217534","","",
"Solomon Islands","SLB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.83474607","8.99776022","8.74844277","7.93362569","8.46556523","10.14170408","9.0876795","8.67551557","8.07277742","7.89805898","7.35979564","7.53006818","9.2860789","6.8380682","8.35479754","8.02723945","","",
"Sierra Leone","SLE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.89326213","9.63278258","9.96634498","9.56822812","9.81767934","9.77886033","9.19286734","8.85327152","9.12644451","9.89047518","9.22345501","10.55461439","8.90337122","11.56771837","19.72749082","18.31858759","","",
"El Salvador","SLV","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.98760478","7.82200439","7.6727687","7.31044016","7.29470892","7.18816179","6.67505808","6.31542559","6.21389576","6.83074391","6.91464775","6.80694931","6.70373232","6.91896398","6.79654509","6.91453064","","",
"San Marino","SMR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.13960781","5.0099725","4.79129652","4.23607538","4.31855349","4.06011489","4.32593188","4.52773114","4.74774192","5.43087347","5.77979974","6.54282699","7.10848822","6.9687251","6.86854361","6.81131302","","",
"Somalia","SOM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Serbia","SRB","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.503835","6.86536132","8.06561681","8.13506139","8.24590235","8.73542463","9.0139679","10.04708246","10.06221313","9.91162915","10.09809874","9.66273184","9.91592664","9.90040196","9.84231419","9.40507954","","",
"Sub-Saharan Africa (excluding high income)","SSA","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.37648658553238","5.57911796465978","5.02456132095034","5.67671452848186","5.66021944603944","5.486751247886","5.35579834120371","5.2799373124152","5.08365677198087","5.44968750431276","5.3007518917628","5.18139976871051","5.13500919535485","5.08264025129327","5.0120217504832","5.35169968908427","","",
"South Sudan","SSD","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.57274952","2.14817939","2.10564455","2.53095944","","",
"Sub-Saharan Africa","SSF","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.37512622545329","5.57692070955713","5.02290290373836","5.67514552559999","5.65815279104904","5.48456208871412","5.35359373017418","5.27759587944613","5.08129438991538","5.44717940403017","5.29948973724945","5.18021246678741","5.13453026292603","5.08140588344469","5.01079616631123","5.35001956703101","","",
"Small states","SST","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.82633633547867","4.8703103654358","4.87828658903878","5.19963809296071","5.05182096840536","4.74535439743127","4.47379094788891","4.3417133120862","4.01130285917853","4.58367224252478","4.19808677804057","3.93336636651011","3.93978801048417","4.11117679381554","4.31916900319456","4.93725898439029","","",
"Sao Tome and Principe","STP","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.74129079","12.63693259","11.51764786","13.1147993","11.48495571","12.12473046","6.93137384","6.59930207","4.87366358","7.15792067","5.33266006","5.45259869","7.2501258","9.07566225","8.89159856","9.84274001","","",
"Suriname","SUR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.43062178","6.80263565","8.32578392","8.02210379","8.03112271","7.72496783","6.30582618","5.56084446","5.75393263","5.7574107","5.44743357","5.60117281","5.7151754","5.68345018","5.78410558","6.54831915","","",
"Slovak Republic","SVK","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.3125979","5.34015727","5.51682144","5.45839442","6.47974578","6.59792205","6.86156875","7.18981221","6.96639296","7.95678435","7.80112257","7.41832892","7.63384294","7.52781115","6.92111015","6.88594228","","",
"Slovenia","SVN","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.78388001","7.87635954","7.99610541","8.08173371","7.92680512","7.96504212","7.80212895","7.49448974","7.84938816","8.56174826","8.56162351","8.54011378","8.72710784","8.75674539","8.54159658","8.54318382","","",
"Sweden","SWE","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.41244804","8.03416286","8.36211553","8.46388685","8.26137253","8.27739469","8.16106452","8.07390721","8.31308546","8.94447909","8.48640651","10.67897654","10.9382056","11.10079845","11.14127066","11.01207026","","",
"Eswatini","SWZ","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.60745936","4.48135706","4.59895007","4.83407552","5.01019801","5.85483115","6.19434157","6.25711648","7.26594174","7.07384007","8.20718748","8.45925665","7.42339839","7.27387856","7.22949034","7.04291105","","",
"Sint Maarten (Dutch part)","SXM","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Seychelles","SYC","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.61071788","4.44595532","4.20371052","4.68673905","4.28737706","3.92908251","3.6894262","3.2528973","2.5850932","2.56308304","3.58485731","3.52615018","4.4076258","3.50416036","3.3881621","3.39095128","","",
"Syrian Arab Republic","SYR","Current health expenditure (% of GDP)","SH.XPD.CHEX.GD.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.55742769","4.66041623","4.94717539","5.11607642","4.47860155","4.10969776","3.82503992","3.72789121","3.40296534","3.54865806","3.40675402","3.32799505","3.56555954","","","","","",
